Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,Sales Executive,4,Divorced,5,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,0
37,Travel_Rarely,1225,Other,10,2,Life Sciences,715,4,Male,80,4,Research Scientist,4,Single,5,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,0
50,Travel_Rarely,1207,Other,28,1,Medical,716,4,Male,74,4,Laboratory Technician,3,Married,3,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,0
34,Travel_Rarely,1442,Other,9,3,Medical,717,4,Female,46,2,Healthcare Representative,2,Single,8,17654,1,No,14,3,2,0,9,3,4,8,7,7,7,0
24,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1,Female,65,3,Sales Executive,3,Single,5,24785,9,No,14,3,1,0,4,3,3,2,2,2,0,1
39,Travel_Rarely,408,Other,2,4,Technical Degree,721,4,Female,80,2,Healthcare Representative,3,Single,5,20978,1,No,11,3,1,0,20,4,3,20,7,11,10,0
32,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,Sales Executive,4,Single,6,21703,1,No,12,3,4,0,10,2,2,10,7,0,8,0
50,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2,Male,50,3,Sales Executive,3,Married,7,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,1
38,Travel_Rarely,827,Other,1,4,Life Sciences,724,2,Female,33,4,Healthcare Representative,4,Single,8,19383,0,No,13,3,3,0,10,4,2,9,7,1,8,0
27,Travel_Rarely,608,Other,1,2,Life Sciences,725,3,Female,68,3,Manufacturing Director,1,Married,8,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,0
32,Travel_Rarely,1018,Other,3,2,Life Sciences,727,3,Female,39,3,Research Director,4,Single,9,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,0
47,Travel_Rarely,703,Sales,14,4,Marketing,728,4,Male,42,3,Sales Executive,1,Single,6,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,0
40,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,Sales Executive,1,Married,9,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,0
53,Travel_Rarely,970,Other,7,3,Life Sciences,730,3,Male,59,4,Research Director,3,Married,10,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,0
41,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2,Male,73,2,Manager,4,Divorced,10,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,0
60,Travel_Rarely,1179,Sales,16,4,Marketing,732,1,Male,84,3,Sales Executive,1,Single,6,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,0
27,Travel_Frequently,294,Other,10,2,Life Sciences,733,4,Male,32,3,Manufacturing Director,1,Divorced,8,4809,1,No,21,4,3,2,9,4,2,9,7,1,7,0
41,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,4,Male,59,2,Manager,3,Married,10,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,0
50,Travel_Rarely,316,Sales,8,4,Marketing,738,4,Male,54,3,Sales Representative,2,Married,4,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,0
28,Travel_Rarely,654,Other,1,2,Life Sciences,741,1,Female,67,1,Research Scientist,2,Single,1,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7,1
36,Non-Travel,427,Other,8,3,Life Sciences,742,1,Female,63,4,Research Director,1,Married,9,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,0
38,Travel_Rarely,168,Other,1,3,Life Sciences,743,3,Female,81,3,Manufacturing Director,3,Single,8,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0,0
44,Non-Travel,381,Other,24,3,Medical,744,1,Male,49,1,Laboratory Technician,3,Single,4,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,0
47,Travel_Frequently,217,Sales,3,3,Medical,746,4,Female,49,3,Sales Executive,3,Divorced,9,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,0
30,Travel_Rarely,501,Sales,27,5,Marketing,747,3,Male,99,3,Sales Executive,4,Divorced,6,25275,7,No,23,4,4,1,10,2,2,8,7,7,7,0
29,Travel_Rarely,1396,Sales,10,3,Life Sciences,749,3,Male,99,3,Sales Representative,3,Single,2,2755,1,No,11,3,3,0,1,6,3,1,0,0,0,0
42,Travel_Frequently,933,Other,19,3,Medical,752,3,Male,57,4,Research Scientist,3,Divorced,3,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2,1
43,Travel_Frequently,775,Sales,15,3,Life Sciences,754,4,Male,47,2,Sales Executive,4,Married,7,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,0
34,Travel_Rarely,970,Other,8,2,Medical,757,2,Female,96,3,Healthcare Representative,3,Single,7,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,0
23,Travel_Rarely,650,Other,9,1,Medical,758,2,Male,37,3,Laboratory Technician,1,Married,2,4344,1,No,14,3,4,1,5,2,4,4,3,0,2,0
39,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,3,Female,44,4,Human Resources,2,Married,7,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,0
56,Travel_Rarely,832,Other,9,3,Medical,762,3,Male,81,3,Healthcare Representative,4,Married,9,20420,7,No,11,3,3,0,30,1,2,10,7,1,1,0
40,Travel_Rarely,804,Other,2,1,Medical,763,4,Female,86,2,Research Scientist,4,Single,2,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3,0
27,Travel_Rarely,975,Other,7,3,Medical,764,4,Female,55,2,Healthcare Representative,1,Single,7,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,0
29,Travel_Rarely,1090,Sales,10,3,Marketing,766,4,Male,83,3,Sales Representative,2,Divorced,1,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,0
53,Travel_Rarely,346,Other,6,3,Life Sciences,769,4,Male,86,3,Laboratory Technician,4,Single,2,10919,2,No,17,3,4,0,19,4,3,2,2,2,2,0
35,Non-Travel,1225,Other,2,4,Life Sciences,771,4,Female,61,3,Healthcare Representative,1,Divorced,6,4761,2,No,11,3,1,1,16,2,4,1,0,0,0,0
32,Travel_Frequently,430,Other,24,4,Life Sciences,772,1,Male,80,3,Laboratory Technician,4,Married,6,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,0
38,Travel_Rarely,268,Other,2,5,Medical,773,4,Male,92,3,Research Scientist,3,Married,3,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,0
34,Travel_Rarely,167,Other,8,5,Life Sciences,775,2,Female,32,3,Manufacturing Director,1,Divorced,6,4187,3,No,14,3,3,1,7,3,3,0,0,0,0,0
52,Travel_Rarely,621,Sales,3,4,Marketing,776,3,Male,31,2,Manager,1,Married,10,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,0
33,Travel_Rarely,527,Other,1,4,Other,780,4,Male,63,3,Research Scientist,4,Single,2,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8,1
25,Travel_Rarely,883,Sales,26,1,Medical,781,3,Female,32,3,Sales Executive,4,Single,7,22807,1,No,23,4,2,0,6,5,2,6,5,1,4,0
45,Travel_Rarely,954,Sales,2,2,Technical Degree,783,2,Male,46,1,Sales Representative,3,Single,7,12388,0,No,13,3,1,0,9,3,3,8,7,3,1,0
23,Travel_Rarely,310,Other,10,1,Medical,784,1,Male,79,4,Research Scientist,3,Single,4,19630,1,No,18,3,4,0,2,3,3,2,2,0,2,0
47,Travel_Frequently,719,Sales,27,2,Life Sciences,785,2,Female,77,4,Sales Executive,3,Single,7,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,1
34,Travel_Rarely,304,Sales,2,3,Other,786,4,Male,60,3,Sales Executive,4,Single,7,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,0
55,Travel_Rarely,725,Other,2,3,Medical,787,4,Male,78,3,Manager,1,Married,10,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4,1
36,Non-Travel,1434,Sales,8,4,Life Sciences,789,1,Male,76,2,Sales Executive,1,Single,8,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,0
52,Non-Travel,715,Other,19,4,Medical,791,4,Male,41,3,Research Scientist,4,Married,5,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,0
26,Travel_Frequently,575,Other,1,2,Life Sciences,792,1,Female,71,1,Laboratory Technician,4,Divorced,5,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,0
29,Travel_Rarely,657,Other,27,3,Medical,793,2,Female,66,3,Healthcare Representative,3,Married,5,25549,4,No,12,3,1,1,11,3,2,8,7,1,1,0
26,Travel_Rarely,1146,Sales,8,3,Technical Degree,796,4,Male,38,2,Sales Executive,1,Single,6,3064,6,No,17,3,3,0,6,2,2,4,3,1,2,1
34,Travel_Rarely,182,Other,1,4,Life Sciences,797,2,Female,72,4,Research Scientist,4,Single,3,13551,2,No,16,3,3,0,10,2,3,4,2,1,3,0
54,Travel_Rarely,376,Other,19,4,Medical,799,4,Female,95,3,Manufacturing Director,1,Divorced,6,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4,0
27,Travel_Frequently,829,Sales,8,1,Marketing,800,3,Male,84,3,Sales Executive,4,Married,5,24008,0,No,19,3,2,1,5,3,3,4,2,1,1,0
37,Travel_Rarely,571,Other,10,1,Life Sciences,802,4,Female,82,3,Research Scientist,1,Divorced,3,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,0
38,Travel_Frequently,240,Other,2,4,Life Sciences,803,1,Female,75,4,Manufacturing Director,1,Single,7,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,0
34,Travel_Rarely,121,Other,2,4,Medical,804,3,Female,86,2,Research Scientist,1,Single,5,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,0
35,Travel_Rarely,384,Sales,8,4,Life Sciences,805,1,Female,72,3,Sales Representative,4,Married,2,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,0
30,Travel_Rarely,921,Other,1,3,Life Sciences,806,4,Male,38,1,Laboratory Technician,3,Married,4,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,0
40,Travel_Frequently,791,Other,2,2,Medical,807,3,Female,38,4,Healthcare Representative,2,Married,5,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,0
34,Travel_Rarely,1111,Sales,8,2,Life Sciences,808,3,Female,93,3,Sales Executive,1,Married,7,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,0
42,Travel_Frequently,570,Other,8,3,Life Sciences,809,2,Male,66,3,Manager,4,Divorced,10,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,0
23,Travel_Rarely,1243,Other,6,3,Life Sciences,811,3,Male,63,4,Laboratory Technician,1,Married,1,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,1
24,Non-Travel,1092,Other,9,3,Life Sciences,812,3,Male,60,2,Laboratory Technician,2,Divorced,2,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,0
52,Travel_Rarely,1325,Other,11,4,Life Sciences,813,4,Female,82,3,Laboratory Technician,3,Married,3,21821,8,No,20,4,2,1,9,3,3,5,2,1,4,0
50,Travel_Rarely,691,Other,2,3,Medical,815,3,Male,64,3,Research Director,3,Married,10,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,0
29,Travel_Rarely,805,Other,1,2,Life Sciences,816,2,Female,36,2,Laboratory Technician,1,Married,2,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,1
33,Travel_Rarely,213,Other,7,3,Medical,817,3,Male,49,3,Research Director,3,Married,9,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,0
33,Travel_Rarely,118,Sales,16,3,Marketing,819,1,Female,69,3,Sales Executive,1,Single,6,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,1
47,Travel_Rarely,202,Other,2,2,Other,820,3,Female,33,3,Manager,4,Married,10,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,0
36,Travel_Rarely,676,Other,1,3,Other,823,3,Female,35,3,Manufacturing Director,2,Married,6,23361,0,No,15,3,1,1,10,2,3,9,7,0,5,0
29,Travel_Rarely,1252,Other,23,2,Life Sciences,824,3,Male,81,4,Research Scientist,3,Married,3,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,0
58,Travel_Rarely,286,Other,2,4,Life Sciences,825,4,Male,31,3,Research Director,2,Single,10,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,1
35,Travel_Rarely,1258,Other,1,4,Life Sciences,826,4,Female,40,4,Research Scientist,3,Single,2,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,0
42,Travel_Rarely,932,Other,1,2,Life Sciences,827,4,Female,43,2,Manufacturing Director,4,Married,7,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,0
28,Travel_Rarely,890,Other,2,4,Medical,828,3,Male,46,3,Research Scientist,3,Single,5,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,1
36,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,3,Male,36,3,Human Resources,2,Married,1,25527,4,No,13,3,2,1,8,2,3,5,2,0,4,0
32,Travel_Rarely,859,Other,4,3,Life Sciences,830,3,Female,98,2,Manufacturing Director,3,Married,7,19124,1,No,12,3,3,1,14,3,3,14,13,6,8,0
40,Travel_Frequently,720,Other,16,4,Medical,832,1,Male,51,2,Laboratory Technician,3,Single,6,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,0
30,Travel_Rarely,946,Other,2,3,Medical,833,3,Female,52,2,Manufacturing Director,4,Single,7,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0,0
45,Travel_Rarely,252,Other,2,3,Life Sciences,834,2,Female,95,2,Research Scientist,3,Single,1,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,0
42,Travel_Rarely,933,Other,29,3,Life Sciences,836,2,Male,98,3,Manufacturing Director,2,Married,5,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,0
38,Travel_Frequently,471,Other,12,3,Life Sciences,837,1,Male,45,2,Healthcare Representative,1,Divorced,7,4284,2,No,15,3,3,1,13,3,2,4,3,1,2,0
34,Travel_Frequently,702,Other,16,4,Life Sciences,838,3,Female,100,2,Research Scientist,4,Single,2,8306,1,No,16,3,3,0,6,3,3,5,2,1,3,0
49,Travel_Rarely,1184,Sales,11,3,Marketing,840,3,Female,43,3,Sales Executive,4,Married,8,5860,1,No,18,3,1,2,9,3,4,9,8,7,7,1
55,Travel_Rarely,436,Sales,2,1,Medical,842,3,Male,37,3,Sales Executive,4,Single,6,21519,4,No,16,3,3,0,12,3,2,9,7,7,3,1
43,Travel_Rarely,589,Other,14,2,Life Sciences,843,2,Male,94,3,Research Director,1,Married,10,5200,6,No,24,4,3,1,22,3,3,4,1,1,0,0
27,Travel_Rarely,269,Other,5,1,Technical Degree,844,3,Male,42,2,Research Director,4,Divorced,9,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8,0
35,Travel_Rarely,950,Other,7,3,Other,845,3,Male,59,3,Manufacturing Director,3,Single,9,18869,3,No,21,4,2,0,17,3,4,8,5,1,6,0
28,Travel_Rarely,760,Sales,2,4,Marketing,846,2,Female,81,3,Sales Executive,2,Married,5,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,0
34,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,3,Male,88,3,Human Resources,4,Married,4,2243,0,No,19,3,3,1,4,1,1,3,2,0,2,0
26,Travel_Frequently,887,Other,5,2,Medical,848,3,Female,88,2,Research Scientist,3,Married,2,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7,1
27,Non-Travel,443,Other,3,3,Medical,850,4,Male,50,3,Research Scientist,4,Married,1,16571,1,No,11,3,3,3,0,6,2,0,0,0,0,0
51,Travel_Rarely,1318,Sales,26,4,Marketing,851,1,Female,66,3,Manager,3,Married,10,5594,2,No,14,3,3,1,29,2,2,20,6,4,17,0
44,Travel_Rarely,625,Other,4,3,Medical,852,4,Male,50,3,Healthcare Representative,2,Single,7,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,0
25,Travel_Rarely,180,Other,2,1,Medical,854,1,Male,65,4,Research Scientist,1,Single,4,21632,7,No,13,3,3,0,6,3,2,4,3,0,1,0
33,Travel_Rarely,586,Sales,1,3,Medical,855,1,Male,48,4,Sales Executive,1,Divorced,4,21816,1,No,22,4,1,1,9,5,3,9,8,0,8,0
35,Travel_Rarely,1343,Other,27,1,Medical,856,3,Female,53,2,Research Scientist,1,Single,2,17852,1,No,11,3,4,0,6,3,2,6,5,1,1,0
36,Travel_Rarely,928,Sales,1,2,Life Sciences,857,2,Male,56,3,Sales Executive,4,Married,7,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11,0
32,Travel_Rarely,117,Sales,13,4,Life Sciences,859,2,Male,73,3,Sales Executive,4,Divorced,5,9250,2,No,11,3,3,1,8,3,2,5,2,0,3,0
30,Travel_Frequently,1012,Other,5,4,Life Sciences,861,2,Male,75,2,Research Scientist,4,Divorced,4,2373,9,No,12,3,2,1,10,3,2,5,4,0,3,0
53,Travel_Rarely,661,Sales,7,2,Marketing,862,1,Female,78,2,Sales Executive,4,Married,9,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4,0
45,Travel_Rarely,930,Sales,9,3,Marketing,864,4,Male,74,3,Sales Executive,1,Divorced,9,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2,0
32,Travel_Rarely,638,Other,8,2,Medical,865,3,Female,91,4,Research Scientist,3,Married,6,22162,5,No,12,3,3,1,9,3,2,5,3,1,3,0
52,Travel_Frequently,890,Other,25,4,Medical,867,3,Female,81,2,Manufacturing Director,4,Married,10,19028,3,No,22,4,3,0,31,3,3,9,8,0,0,0
37,Travel_Rarely,342,Sales,16,4,Marketing,868,4,Male,66,2,Sales Executive,3,Divorced,7,24558,4,No,19,3,4,2,9,2,3,1,0,0,0,0
28,Travel_Rarely,1169,Human Resources,8,2,Medical,869,2,Male,63,2,Human Resources,4,Divorced,6,23965,1,No,13,3,4,1,6,6,3,5,1,0,4,0
22,Travel_Rarely,1230,Other,1,2,Life Sciences,872,4,Male,33,2,Manufacturing Director,4,Married,5,19146,6,No,22,4,1,2,4,2,1,2,2,2,2,0
44,Travel_Rarely,986,Other,8,4,Life Sciences,874,1,Male,62,4,Laboratory Technician,4,Married,3,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2,0
42,Travel_Frequently,1271,Other,2,1,Medical,875,2,Male,35,3,Research Scientist,4,Single,2,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,0
36,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1,Male,77,2,Human Resources,1,Married,2,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,0
25,Travel_Rarely,141,Sales,3,1,Other,879,3,Male,98,3,Sales Executive,1,Married,4,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3,0
35,Travel_Rarely,607,Other,9,3,Life Sciences,880,4,Female,66,2,Manufacturing Director,3,Married,9,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,0
35,Travel_Frequently,130,Other,25,4,Life Sciences,881,4,Female,96,3,Research Scientist,2,Divorced,1,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,1
32,Non-Travel,300,Other,1,3,Life Sciences,882,4,Male,61,3,Laboratory Technician,4,Divorced,1,9148,0,No,12,3,2,1,4,2,3,3,0,0,2,0
25,Travel_Rarely,583,Sales,4,1,Marketing,885,3,Male,87,2,Sales Executive,1,Married,5,18154,1,No,12,3,1,0,5,1,4,5,2,0,3,0
49,Travel_Rarely,1418,Other,1,3,Technical Degree,887,3,Female,36,3,Research Scientist,1,Married,4,10554,2,No,16,3,2,1,7,2,3,4,2,0,2,0
24,Non-Travel,1269,Other,4,1,Life Sciences,888,1,Male,46,2,Laboratory Technician,4,Married,3,10778,0,No,17,3,4,0,6,2,2,5,2,3,4,0
32,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2,Male,48,3,Sales Executive,2,Married,7,8891,1,No,14,3,4,1,10,3,3,10,8,5,3,0
38,Travel_Rarely,395,Sales,9,3,Marketing,893,2,Male,98,2,Sales Representative,2,Married,3,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,0
42,Travel_Rarely,1265,Other,3,3,Life Sciences,894,3,Female,95,4,Laboratory Technician,4,Married,6,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,0
31,Travel_Rarely,1222,Other,11,4,Life Sciences,895,4,Male,48,3,Research Scientist,4,Married,2,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,0
29,Travel_Rarely,341,Sales,1,3,Medical,896,2,Female,48,2,Sales Representative,3,Divorced,3,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,1
53,Travel_Rarely,868,Sales,8,3,Marketing,897,1,Male,73,3,Sales Executive,4,Married,9,22789,5,No,14,3,3,1,28,3,3,2,0,2,2,0
35,Travel_Rarely,672,Other,25,3,Technical Degree,899,4,Male,78,2,Manufacturing Director,2,Married,9,9129,3,No,16,3,1,0,16,2,3,13,10,4,8,0
37,Travel_Frequently,1231,Sales,21,2,Medical,900,3,Female,54,3,Sales Representative,4,Married,3,21222,5,No,15,3,2,1,10,3,3,5,4,0,0,0
53,Travel_Rarely,102,Other,23,4,Life Sciences,901,4,Female,72,3,Research Director,4,Single,10,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,0
43,Travel_Frequently,422,Other,1,3,Life Sciences,902,4,Female,33,3,Healthcare Representative,4,Married,6,21782,4,No,13,3,2,1,12,2,2,5,2,2,2,0
47,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,Sales Executive,4,Married,5,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,0
37,Non-Travel,1252,Sales,19,2,Medical,904,1,Male,32,3,Sales Executive,2,Single,8,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9,0
50,Non-Travel,881,Other,2,4,Life Sciences,905,1,Male,98,3,Manager,1,Divorced,10,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,0
39,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,909,4,Female,42,2,Human Resources,4,Married,6,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,0
33,Travel_Rarely,1075,Human Resources,3,2,Human Resources,910,4,Male,57,3,Human Resources,2,Divorced,1,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,0
32,Travel_Rarely,374,Other,25,4,Life Sciences,911,1,Male,87,3,Laboratory Technician,4,Single,3,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1,1
29,Travel_Rarely,1086,Other,7,1,Medical,912,1,Female,62,2,Laboratory Technician,4,Divorced,2,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,0
44,Travel_Rarely,661,Other,9,2,Life Sciences,913,2,Male,61,3,Research Scientist,1,Married,2,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,0
28,Travel_Rarely,821,Sales,5,4,Medical,916,1,Male,98,3,Sales Executive,4,Single,5,24252,1,No,14,3,2,0,4,3,3,4,2,0,2,0
58,Travel_Frequently,781,Other,2,1,Life Sciences,918,4,Male,57,2,Laboratory Technician,4,Divorced,2,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0,1
43,Travel_Rarely,177,Other,8,3,Life Sciences,920,1,Female,55,3,Manufacturing Director,2,Divorced,5,23814,4,No,21,4,3,1,4,2,4,1,0,0,0,0
20,Travel_Rarely,500,Sales,2,3,Medical,922,3,Female,49,2,Sales Representative,3,Single,1,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,1
21,Travel_Rarely,1427,Other,18,1,Other,923,4,Female,65,3,Research Scientist,4,Single,2,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,1
36,Travel_Rarely,1425,Other,14,1,Life Sciences,924,3,Male,68,3,Healthcare Representative,4,Married,7,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11,0
47,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,4,Female,65,2,Sales Representative,4,Single,3,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2,0
22,Travel_Rarely,617,Other,3,1,Life Sciences,926,2,Female,34,3,Manufacturing Director,3,Married,4,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2,1
41,Travel_Rarely,1085,Other,2,4,Life Sciences,927,2,Female,57,1,Laboratory Technician,4,Divorced,3,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,1
28,Travel_Rarely,995,Other,9,3,Medical,930,3,Female,77,3,Research Scientist,3,Divorced,2,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,0
39,Travel_Rarely,1122,Other,6,3,Medical,932,4,Male,70,3,Laboratory Technician,1,Married,2,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2,1
27,Travel_Rarely,618,Other,4,3,Life Sciences,933,2,Female,76,3,Research Scientist,3,Single,2,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,0
34,Travel_Rarely,546,Other,10,3,Life Sciences,934,2,Male,83,3,Laboratory Technician,2,Divorced,1,6896,1,No,14,3,2,2,1,3,3,1,0,1,0,0
42,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,Sales Executive,3,Single,7,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,0
33,Travel_Rarely,1198,Other,1,4,Other,939,3,Male,100,2,Research Scientist,1,Single,3,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,0
58,Travel_Rarely,1272,Other,5,3,Technical Degree,940,3,Female,37,2,Healthcare Representative,2,Divorced,9,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,0
31,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,Sales Representative,3,Married,2,11737,3,No,15,3,2,0,13,2,4,7,7,5,2,0
35,Travel_Rarely,1137,Other,21,1,Life Sciences,942,4,Female,51,3,Healthcare Representative,4,Married,4,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7,0
49,Travel_Rarely,527,Other,8,2,Other,944,1,Female,51,3,Laboratory Technician,2,Married,8,22477,4,No,11,3,3,1,29,3,2,26,9,1,7,0
48,Travel_Rarely,1469,Other,20,4,Medical,945,4,Male,51,3,Research Scientist,3,Married,1,5543,4,No,17,3,1,2,13,2,2,0,0,0,0,0
31,Non-Travel,1188,Sales,20,2,Marketing,947,4,Female,45,3,Sales Executive,3,Married,8,24406,1,No,13,3,4,1,9,2,2,9,8,0,0,0
36,Travel_Rarely,188,Other,7,4,Other,949,2,Male,65,3,Research Scientist,4,Single,5,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,0
38,Travel_Rarely,1333,Other,1,3,Technical Degree,950,4,Female,80,3,Research Director,1,Married,9,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,0
32,Non-Travel,1184,Other,1,3,Life Sciences,951,3,Female,70,2,Laboratory Technician,2,Married,2,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,0
25,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,Sales Representative,2,Married,2,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,1
40,Travel_Rarely,658,Sales,10,4,Marketing,954,1,Male,67,2,Sales Executive,2,Divorced,8,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0
